,Day-ahead demand forecast1
20191026T13-05,1114
20191026T12-05,1066
20191026T11-05,1011
20191026T10-05,950
20191026T09-05,882
20191026T08-05,803
20191026T07-05,770
20191026T06-05,722
20191026T05-05,699
20191026T04-05,696
20191026T03-05,702
20191026T02-05,721
20191026T01-05,763
20191026T00-05,780
20191025T23-05,849
20191025T22-05,920
20191025T21-05,979
20191025T20-05,1000
20191025T19-05,999
20191025T18-05,967
20191025T17-05,935
20191025T16-05,902
20191025T15-05,885
20191025T14-05,872
20191025T13-05,870
20191025T12-05,847
20191025T11-05,832
20191025T10-05,805
20191025T09-05,790
20191025T08-05,792
20191025T07-05,790
20191025T06-05,697
20191025T05-05,622
20191025T04-05,593
20191025T03-05,596
20191025T02-05,609
20191025T01-05,638
20191025T00-05,685
20191024T23-05,773
20191024T22-05,861
20191024T21-05,932
20191024T20-05,964
20191024T19-05,952
20191024T18-05,906
20191024T17-05,879
20191024T16-05,837
20191024T15-05,813
20191024T14-05,798
20191024T13-05,782
20191024T12-05,774
20191024T11-05,771
20191024T10-05,809
20191024T09-05,857
20191024T08-05,893
20191024T07-05,919
20191024T06-05,805
20191024T05-05,699
20191024T04-05,654
20191024T03-05,634
20191024T02-05,637
20191024T01-05,657
20191024T00-05,706
20191023T23-05,780
20191023T22-05,874
20191023T21-05,934
20191023T20-05,957
20191023T19-05,945
20191023T18-05,895
20191023T17-05,853
20191023T16-05,818
20191023T15-05,811
20191023T14-05,795
20191023T13-05,789
